1,55.9444,-3.1878,190,55.9443479055467,-3.188095442325904,null
2,55.9443479055467,-3.188095442325904,190,55.9442958110934,-3.188390884651808,trades.rare.cable
3,55.9442958110934,-3.188390884651808,190,55.944243716640095,-3.1886863269777117,null
4,55.944243716640095,-3.1886863269777117,190,55.94419162218679,-3.1889817693036155,spoon.invest.every
5,55.94419162218679,-3.1889817693036155,190,55.94413952773349,-3.1892772116295194,null
6,55.94413952773349,-3.1892772116295194,190,55.94408743328019,-3.189572653955423,null
7,55.94408743328019,-3.189572653955423,180,55.94408743328019,-3.1898726539554234,cliff.asleep.wedge
8,55.94408743328019,-3.1898726539554234,310,55.94385761994725,-3.1896798176725176,burn.spot.across
9,55.94385761994725,-3.1896798176725176,350,55.94380552549395,-3.189384375346614,null
10,55.94380552549395,-3.189384375346614,340,55.94370291945095,-3.189102467560378,null
11,55.94370291945095,-3.189102467560378,350,55.94365082499765,-3.1888070252344742,labels.hotels.alert
12,55.94365082499765,-3.1888070252344742,10,55.94370291945095,-3.1885115829085704,null
13,55.94370291945095,-3.1885115829085704,10,55.94375501390425,-3.1882161405826666,cubs.trucks.help
14,55.94375501390425,-3.1882161405826666,10,55.943807108357554,-3.1879206982567627,null
15,55.943807108357554,-3.1879206982567627,10,55.943859202810856,-3.187625255930859,null
16,55.943859202810856,-3.187625255930859,10,55.94391129726416,-3.187329813604955,null
17,55.94391129726416,-3.187329813604955,10,55.94396339171746,-3.187034371279051,renew.ears.tend
18,55.94396339171746,-3.187034371279051,20,55.94406599776046,-3.1867524634928155,null
19,55.94406599776046,-3.1867524634928155,0,55.94406599776046,-3.1864524634928153,null
20,55.94406599776046,-3.1864524634928153,20,55.94416860380346,-3.1861705557065796,null
21,55.94416860380346,-3.1861705557065796,100,55.94446404612937,-3.1862226501598796,null
22,55.94446404612937,-3.1862226501598796,140,55.944656882412275,-3.1864524634928153,null
23,55.944656882412275,-3.1864524634928153,190,55.94460478795897,-3.186747905818719,artist.gets.react
24,55.94460478795897,-3.186747905818719,60,55.94486459558011,-3.186597905818719,laws.merit.bleak
25,55.94486459558011,-3.186597905818719,20,55.94496720162311,-3.1863159980324833,null
26,55.94496720162311,-3.1863159980324833,150,55.945117201623106,-3.186575805653619,dragon.bottle.crisp
27,55.945117201623106,-3.186575805653619,140,55.94531003790601,-3.1868056189865546,spent.spoon.bolt
28,55.94531003790601,-3.1868056189865546,80,55.94560548023192,-3.1867535245332546,hidden.handle.softly
29,55.94560548023192,-3.1867535245332546,20,55.94570808627492,-3.186471616747019,posts.kicked.universally
30,55.94570808627492,-3.186471616747019,0,55.94570808627492,-3.1861716167470187,null
31,55.94570808627492,-3.1861716167470187,10,55.94576018072822,-3.185876174421115,null
32,55.94576018072822,-3.185876174421115,0,55.94576018072822,-3.1855761744211146,shed.desire.muddy
33,55.94576018072822,-3.1855761744211146,10,55.945812275181524,-3.185280732095211,null
34,55.945812275181524,-3.185280732095211,10,55.945864369634826,-3.184985289769307,rider.aura.bulb
35,55.945864369634826,-3.184985289769307,310,55.94563455630189,-3.184792453486401,null
36,55.94563455630189,-3.184792453486401,310,55.945404742968954,-3.1845996172034954,settle.title.united
37,55.945404742968954,-3.1845996172034954,250,55.945122835182715,-3.184702223246493,null
38,55.945122835182715,-3.184702223246493,240,55.94486302756158,-3.184852223246493,slide.leads.stores
39,55.94486302756158,-3.184852223246493,210,55.94471302756158,-3.1851120308676286,null
40,55.94471302756158,-3.1851120308676286,210,55.944563027561585,-3.185371838488764,null
41,55.944563027561585,-3.185371838488764,210,55.94441302756159,-3.1856316461098997,atoms.vanish.foods
42,55.94441302756159,-3.1856316461098997,280,55.94411758523568,-3.1855795516565997,manliness.poem.cliff
43,55.94411758523568,-3.1855795516565997,320,55.943924748952774,-3.185349738323664,null
